Supplementary Table 5.  Genes annotated with “behavior” underneath each QTL (see “Candidate Gene Nomination” in Supplementary File 1).  ,,,,,,,,,,,,,,,
Gene Symbol,Chromosome,Gene Name,MGI ID,Start bp (GRCm39),End bp (GRCm39),Number of missense variants,Number of splice region variants,Number of inframe deletions,Number of inframe insertions,Number of nonsense mutations,Number of conserved element changes,Expressed in amygdala,Expressed in hippocampus,Expressed in prefrontal cortex,Interesting
Nefl,14,"neurofilament, light polypeptide",MGI:97313,68321312,68326544,0,0,0,0,0,3,YES,YES,YES,YES
Nefm,14,"neurofilament, medium polypeptide",MGI:97314,68356994,68362453,0,0,0,0,0,0,NO,YES,YES,NO
Neil2,14,nei like 2 (E. coli),MGI:2686058,63419892,63431305,0,0,0,0,0,0,NO,YES,YES,NO
Nisch,14,nischarin,MGI:1928323,30892885,30928783,0,0,0,0,0,0,YES,YES,YES,NO
Nkx3-1,14,NK3 homeobox 1,MGI:97352,69428141,69432107,0,0,0,0,0,1,NO,YES,YES,YES
Npy4r,14,neuropeptide Y receptor Y4,MGI:105374,33867603,33874376,0,0,0,0,0,0,NO,NO,NO,NO
Nrg3,14,neuregulin 3,MGI:1097165,38090909,39195045,0,0,0,0,0,41,NO,YES,YES,YES
Nrl,14,neural retina leucine zipper gene,MGI:102567,55756435,55762438,0,0,0,0,0,0,NO,YES,YES,NO
Nt5dc2,14,5'-nucleotidase domain containing 2,MGI:1917271,30853046,30861081,0,0,0,0,0,0,NO,YES,YES,NO
Nufip1,14,nuclear FMR1 interacting protein 1,MGI:1351474,76348331,76374819,0,0,0,0,0,0,NO,YES,YES,NO
Opn4,14,opsin 4 (melanopsin),MGI:1353425,34312575,34322099,0,1,0,0,0,1,NO,YES,NO,YES
Or4m1,14,olfactory receptor family 4 subfamily M member 1,MGI:3030568,50557293,50558325,0,0,0,0,0,0,NO,NO,NO,NO
Otx2,14,orthodenticle homeobox 2,MGI:97451,48894238,48905101,0,0,0,0,0,9,YES,YES,NO,YES
Oxa1l,14,oxidase assembly 1-like,MGI:1916339,54598298,54607126,0,0,0,0,0,1,NO,YES,YES,YES
Parp4,14,"poly (ADP-ribose) polymerase family, member 4",MGI:2685589,56813076,56897251,0,0,0,0,0,1,NO,YES,YES,YES
Pbrm1,14,polybromo 1,MGI:1923998,30741095,30843549,0,0,0,0,0,3,NO,YES,YES,YES
Pcdh17,14,protocadherin 17,MGI:2684924,84680626,84775005,0,0,0,0,0,7,YES,YES,YES,YES
Pcdh20,14,protocadherin 20,MGI:2443376,88702183,88708832,0,0,0,0,0,0,NO,YES,YES,NO
Pcdh9,14,protocadherin 9,MGI:1306801,93250846,94128115,0,0,0,0,0,13,YES,YES,YES,YES
Phf11c,14,PHD finger protein 11C,MGI:3648476,59618282,59630961,0,0,0,0,0,0,NO,YES,NO,NO
Pibf1,14,progesterone immunomodulatory binding factor 1,MGI:1261910,99336860,99491929,0,1,0,0,0,3,NO,YES,YES,YES
Pip4p1,14,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1",MGI:2448501,51164672,51168306,0,0,0,0,0,1,NO,YES,YES,YES
Plau,14,"plasminogen activator, urokinase",MGI:97611,20886728,20893453,0,0,0,0,0,0,NO,YES,YES,NO
Pnoc,14,prepronociceptin,MGI:105308,65638122,65662921,0,0,0,0,0,0,YES,YES,YES,NO
Polr3a,14,polymerase (RNA) III (DNA directed) polypeptide A,MGI:2681836,24498764,24537126,0,0,0,0,0,0,NO,YES,YES,NO
Pou4f1,14,"POU domain, class 4, transcription factor 1",MGI:102525,104699112,104705435,0,0,0,0,0,6,NO,NO,YES,YES
Prmt5,14,protein arginine N-methyltransferase 5,MGI:1351645,54744639,54754927,0,0,0,0,0,0,NO,YES,YES,NO
Prrxl1,14,paired related homeobox protein-like 1,MGI:2148204,32321364,32371203,0,0,0,0,0,1,NO,NO,NO,NO
Psmc6,14,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",MGI:1914339,45567280,45587138,0,0,0,0,0,1,NO,YES,YES,YES
Psme1,14,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",MGI:1096367,55815951,55818984,0,0,0,0,0,0,NO,YES,YES,NO
Pspc1,14,paraspeckle protein 1,MGI:1913895,56959898,57015775,0,0,0,0,0,3,NO,YES,YES,YES
Ptger2,14,prostaglandin E receptor 2 (subtype EP2),MGI:97794,45225652,45241277,0,0,0,0,0,0,NO,NO,NO,NO
Ptpn20,14,"protein tyrosine phosphatase, non-receptor type 20",MGI:1196295,33311164,33362711,1,0,0,0,0,1,NO,YES,YES,YES
Rb1,14,RB transcriptional corepressor 1,MGI:97874,73430298,73563446,0,0,0,0,0,8,NO,YES,YES,YES
Rem2,14,rad and gem related GTP binding protein 2,MGI:2155260,54713557,54717888,1,0,0,0,0,3,NO,YES,YES,YES
Rnase10,14,"ribonuclease, RNase A family, 10 (non-active)",MGI:1922269,51245208,51248215,0,0,0,0,0,0,NO,YES,NO,NO
Rnase11,14,"ribonuclease, RNase A family, 11 (non-active)",MGI:3528583,51286908,51287620,0,0,0,0,0,0,NO,NO,NO,NO
Rtraf,14,"RNA transcription, translation and transport factor",MGI:1915295,19861470,19873891,0,0,0,0,0,0,NO,YES,YES,NO
Sacs,14,sacsin,MGI:1354724,61375906,61478144,0,0,0,0,0,5,NO,YES,YES,YES
Samd4,14,sterile alpha motif domain containing 4,MGI:1921730,47120414,47343274,0,0,0,0,0,3,NO,YES,YES,YES
Sap18,14,Sin3-associated polypeptide 18,MGI:1277978,58035646,58042437,0,0,0,0,0,0,NO,YES,YES,NO
Serp2,14,stress-associated endoplasmic reticulum protein family member 2,MGI:1919911,76770254,76794329,0,0,0,0,0,0,NO,YES,YES,NO
Setdb2,14,"SET domain, bifurcated 2",MGI:2685139,59639458,59678329,0,0,0,0,0,0,NO,YES,YES,NO
Sftpc,14,surfactant associated protein C,MGI:109517,70758389,70761521,0,0,0,0,0,0,NO,YES,YES,NO
Sgcg,14,"sarcoglycan, gamma (dystrophin-associated glycoprotein)",MGI:1346524,61456564,61495939,0,0,0,0,0,0,NO,NO,NO,NO
Slc18a3,14,"solute carrier family 18 (vesicular monoamine), member 3",MGI:1101061,32184395,32186807,0,0,0,0,0,0,NO,YES,YES,NO
Slc22a17,14,"solute carrier family 22 (organic cation transporter), member 17",MGI:1926225,55143761,55150589,0,0,0,0,0,0,YES,YES,YES,NO
Slc39a14,14,"solute carrier family 39 (zinc transporter), member 14",MGI:2384851,70540918,70588874,0,0,0,0,0,0,NO,YES,YES,NO
Slc7a7,14,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",MGI:1337120,54606899,54655237,0,0,0,0,0,1,NO,YES,YES,YES
Slc7a8,14,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",MGI:1355323,54959672,55019343,0,0,0,0,0,3,YES,YES,YES,YES
Slitrk1,14,"SLIT and NTRK-like family, member 1",MGI:2679446,109147420,109151671,1,0,0,0,0,2,YES,YES,YES,YES
Slitrk5,14,"SLIT and NTRK-like family, member 5",MGI:2679448,111912547,111920576,0,0,0,0,0,14,NO,YES,YES,YES
Slitrk6,14,"SLIT and NTRK-like family, member 6",MGI:2443198,110986012,110992581,0,0,0,0,0,0,NO,YES,NO,NO
Sncg,14,"synuclein, gamma",MGI:1298397,34092231,34096626,0,0,0,0,0,0,YES,YES,YES,NO
Spata13,14,spermatogenesis associated 13,MGI:104838,60871450,61002005,1,0,0,0,0,2,NO,YES,YES,YES
Stimate,14,STIM activating enhancer,MGI:1921500,30547547,30599167,0,0,0,0,0,1,NO,YES,YES,YES
Tasor,14,transcription activation suppressor,MGI:1921694,27150791,27205512,0,0,0,0,0,0,NO,YES,YES,NO
Tdrd3,14,tudor domain containing 3,MGI:2444023,87654075,87782940,0,0,0,0,0,22,NO,YES,YES,YES
Tep1,14,telomerase associated protein 1,MGI:109573,51061516,51108017,2,0,0,0,0,1,NO,YES,YES,YES
Tgm1,14,"transglutaminase 1, K polypeptide",MGI:98730,55937466,55951378,0,0,0,0,0,0,NO,YES,NO,NO
Timm23,14,translocase of inner mitochondrial membrane 23,MGI:1858317,31902123,31923848,0,0,0,0,0,0,NO,YES,YES,NO
Tinf2,14,Terf1 (TRF1)-interacting nuclear factor 2,MGI:107246,55913664,55919301,0,0,0,0,0,0,NO,YES,YES,NO
Tkt,14,transketolase,MGI:105992,30271088,30296681,0,0,0,0,0,5,YES,YES,YES,YES
Tnfrsf19,14,"tumor necrosis factor receptor superfamily, member 19",MGI:1352474,61201324,61283939,0,0,0,0,0,1,NO,YES,YES,YES
Tnfsf11,14,"tumor necrosis factor (ligand) superfamily, member 11",MGI:1100089,78514886,78545483,0,0,0,0,0,0,NO,NO,NO,NO
Tnnc1,14,"troponin C, cardiac/slow skeletal",MGI:98779,30930269,30933686,0,0,0,0,0,0,NO,YES,YES,NO
Vmn2r88,14,"vomeronasal 2, receptor 88",MGI:1316662,51648458,51656984,1,0,0,0,0,0,NO,NO,NO,NO
Zfhx2,14,zinc finger homeobox 2,MGI:2686934,55297719,55329781,1,0,0,0,0,4,NO,YES,YES,YES
Zfp503,14,zinc finger protein 503,MGI:1353644,22034030,22039669,0,0,0,0,0,1,YES,YES,YES,YES
Abcc5,16,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",MGI:1351644,20150053,20245144,1,1,0,0,0,9,YES,YES,YES,YES
Abi3bp,16,ABI family member 3 binding protein,MGI:2444583,56298241,56510498,0,0,0,0,0,4,NO,YES,YES,YES
Acap2,16,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",MGI:1925868,30911230,31020063,0,0,0,0,0,6,NO,YES,YES,YES
Adcy5,16,adenylate cyclase 5,MGI:99673,34975247,35126108,0,0,0,0,0,0,YES,YES,YES,NO
Adipoq,16,"adiponectin, C1Q and collagen domain containing",MGI:106675,22965286,22976718,0,0,0,0,0,1,NO,NO,NO,NO
Alg3,16,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",MGI:1098592,20424208,20429515,0,0,0,0,0,1,NO,YES,YES,YES
Apod,16,apolipoprotein D,MGI:88056,31115010,31133626,0,0,0,0,0,3,YES,YES,YES,YES
Arvcf,16,armadillo repeat gene deleted in velocardiofacial syndrome,MGI:109620,18166046,18225826,0,0,0,0,0,0,YES,YES,NO,NO
Atp13a3,16,ATPase type 13A3,MGI:2685387,30131241,30207674,0,1,0,0,0,0,NO,YES,YES,YES
Atp6v1a,16,"ATPase, H+ transporting, lysosomal V1 subunit A",MGI:1201780,43905765,43960064,0,0,0,0,0,0,YES,YES,YES,NO
Bex6,16,brain expressed family member 6,MGI:3588247,31998618,32005762,0,0,0,0,0,0,NO,NO,NO,NO
Boc,16,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,MGI:2151153,44305408,44379233,0,0,0,0,0,1,YES,YES,YES,YES
Casr,16,calcium-sensing receptor,MGI:1351351,36314058,36382503,1,0,0,0,0,12,YES,YES,YES,YES
Ccdc50,16,coiled-coil domain containing 50,MGI:1914751,27207619,27270968,0,2,0,0,0,2,NO,YES,YES,YES
Ccdc80,16,coiled-coil domain containing 80,MGI:1915146,44913770,44948287,0,0,0,0,0,0,NO,YES,YES,NO
Cd200,16,CD200 molecule,MGI:1196990,45202498,45229416,0,0,0,0,0,2,YES,YES,YES,YES
Cd47,16,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",MGI:96617,49671691,49732799,2,0,0,0,0,3,NO,YES,YES,YES
Cd86,16,CD86 antigen,MGI:101773,36424231,36486443,0,0,0,0,0,1,YES,YES,YES,YES
Cebpd,16,"CCAAT/enhancer binding protein (C/EBP), delta",MGI:103573,15705150,15707409,1,0,0,0,0,0,NO,YES,YES,YES
Cep19,16,centrosomal protein 19,MGI:1914244,31918618,31926887,0,0,0,0,0,0,NO,YES,YES,NO
Chrd,16,chordin,MGI:1313268,20551877,20561134,0,0,0,0,0,0,YES,YES,YES,NO
Clcn2,16,"chloride channel, voltage-sensitive 2",MGI:105061,20521714,20536496,1,1,0,0,0,3,YES,YES,YES,YES
Comt,16,catechol-O-methyltransferase,MGI:88470,18225636,18245602,0,0,0,0,0,0,YES,YES,YES,NO
Dgcr8,16,"DGCR8, microprocessor complex subunit",MGI:2151114,18071812,18107110,0,0,0,0,0,0,YES,YES,YES,NO
Dgkg,16,"diacylglycerol kinase, gamma",MGI:105060,22287211,22475971,0,0,0,0,0,8,YES,YES,YES,YES
Dlg1,16,discs large MAGUK scaffold protein 1,MGI:107231,31482261,31692174,0,0,0,0,0,3,YES,YES,YES,YES
Dnajb11,16,DnaJ heat shock protein family (Hsp40) member B11,MGI:1915088,22676595,22698384,0,0,0,0,0,0,NO,YES,YES,NO
Dnm1l,16,dynamin 1-like,MGI:1921256,16130094,16176823,0,0,0,0,0,6,NO,YES,YES,YES
Drd3,16,dopamine receptor D3,MGI:94925,43574389,43643295,0,0,0,0,0,0,YES,YES,NO,NO
Dtx3l,16,"deltex 3-like, E3 ubiquitin ligase",MGI:2656973,35746885,35759397,0,0,0,0,0,0,NO,YES,YES,NO
Dynlt2b,16,dynein light chain Tctex-type 2B,MGI:1913311,32238520,32247917,0,0,0,0,0,0,NO,YES,YES,NO
Eif2b5,16,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",MGI:2446176,20317567,20328073,0,0,0,0,0,0,YES,YES,YES,NO
Eif4g1,16,"eukaryotic translation initiation factor 4, gamma 1",MGI:2384784,20491446,20511633,0,0,0,0,0,0,NO,YES,YES,NO
Ephb3,16,Eph receptor B3,MGI:104770,21023505,21042055,0,0,0,0,0,1,YES,YES,YES,YES
Ercc4,16,"excision repair cross-complementing rodent repair deficiency, complementation group 4",MGI:1354163,12927548,12968481,0,0,0,0,0,0,YES,YES,YES,NO
Etv5,16,ets variant 5,MGI:1096867,22200063,22258320,0,0,0,0,0,6,YES,YES,YES,YES
Fam43a,16,"family with sequence similarity 43, member A",MGI:2676309,30418541,30421615,0,0,0,0,0,1,NO,YES,YES,YES
Fbxo45,16,F-box protein 45,MGI:2447775,32048930,32065843,0,0,0,0,0,1,NO,YES,YES,YES
Fgd4,16,"FYVE, RhoGEF and PH domain containing 4",MGI:2183747,16234774,16418400,4,0,0,0,0,8,NO,YES,YES,YES
Fgf12,16,fibroblast growth factor 12,MGI:109183,27978850,28571820,0,0,0,0,0,9,YES,YES,YES,YES
Fstl1,16,follistatin-like 1,MGI:102793,37597417,37656878,0,0,0,0,0,2,NO,YES,YES,YES
Gmnc,16,geminin coiled-coil domain containing,MGI:2685452,26775985,26810424,0,0,0,0,0,0,NO,YES,YES,NO
Gpr156,16,G protein-coupled receptor 156,MGI:2653880,37736858,37827892,0,0,0,0,0,1,NO,YES,YES,YES
Gramd1c,16,GRAM domain containing 1C,MGI:2443024,43800713,43883708,0,0,0,0,0,0,NO,YES,YES,NO
Grin2a,16,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",MGI:95820,9385762,9813424,0,0,0,0,0,0,YES,YES,YES,NO
Gsk3b,16,glycogen synthase kinase 3 beta,MGI:1861437,37909363,38066446,0,0,0,0,0,0,YES,YES,YES,NO
Igf2bp2,16,insulin-like growth factor 2 mRNA binding protein 2,MGI:1890358,21877759,21982049,0,0,0,0,0,0,NO,NO,YES,NO
Igsf11,16,"immunoglobulin superfamily, member 11",MGI:2388477,38713033,38847521,0,0,0,0,0,0,NO,YES,YES,NO
Ildr1,16,immunoglobulin-like domain containing receptor 1,MGI:2146574,36514340,36547166,0,0,0,0,0,0,NO,YES,NO,NO
Iqcb1,16,IQ calmodulin-binding motif containing 1,MGI:2443764,36648747,36693083,0,0,0,0,0,0,NO,YES,YES,NO
Kalrn,16,"kalirin, RhoGEF kinase",MGI:2685385,33789443,34393647,0,1,0,0,0,40,NO,YES,YES,YES
Kng2,16,kininogen 2,MGI:3027157,22804602,22847851,0,0,0,0,0,0,NO,NO,NO,NO
Kpna1,16,karyopherin (importin) alpha 1,MGI:103560,35803692,35857506,0,0,0,0,0,0,NO,YES,YES,NO
Litaf,16,LPS-induced TN factor,MGI:1929512,10777137,10810985,0,0,0,0,0,0,NO,YES,YES,NO
Lrrc15,16,leucine rich repeat containing 15,MGI:1921738,30088120,30102072,0,0,0,0,0,2,NO,NO,NO,NO
Lsamp,16,limbic system-associated membrane protein,MGI:1261760,39804723,42002042,0,0,0,0,0,7,YES,YES,YES,YES
Mapk1,16,mitogen-activated protein kinase 1,MGI:1346858,16801246,16865317,0,0,0,0,0,2,YES,YES,YES,YES
Mcm4,16,minichromosome maintenance complex component 4,MGI:103199,15441761,15455264,0,2,0,0,0,4,NO,YES,YES,YES
Morc1,16,microrchidia 1,MGI:1316740,48251600,48451263,0,0,0,0,0,2,NO,NO,NO,NO
Mylk,16,"myosin, light polypeptide kinase",MGI:894806,34565580,34822790,4,3,0,0,0,33,YES,YES,YES,YES
Ncbp2,16,nuclear cap binding protein subunit 2,MGI:1915342,31767364,31777290,0,0,0,0,0,0,NO,YES,YES,NO
Nfkbiz,16,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",MGI:1931595,55631740,55659004,0,0,0,0,0,0,NO,YES,YES,NO
Nr1i2,16,"nuclear receptor subfamily 1, group I, member 2",MGI:1337040,38068711,38115211,0,0,0,0,0,0,NO,NO,NO,NO
Nrros,16,negative regulator of reactive oxygen species,MGI:2445095,31961603,31984412,0,0,0,0,0,0,NO,YES,YES,NO
Ntan1,16,N-terminal Asn amidase,MGI:108471,13636709,13653315,0,0,0,0,0,0,YES,YES,YES,NO
Opa1,16,"OPA1, mitochondrial dynamin like GTPase",MGI:1921393,29398152,29473702,0,0,0,0,0,4,NO,YES,YES,YES
Ostn,16,osteocrin,MGI:2677164,27126239,27169962,0,0,0,0,0,3,NO,NO,YES,YES
P2rx6,16,"purinergic receptor P2X, ligand-gated ion channel, 6",MGI:1337113,17379729,17389879,0,0,0,0,0,0,NO,YES,YES,NO
P3h2,16,prolyl 3-hydroxylase 2,MGI:2146663,25778038,25924534,2,2,0,0,0,7,NO,YES,YES,YES
Pak2,16,p21 (RAC1) activated kinase 2,MGI:1339984,31835108,31898160,0,0,0,0,0,0,NO,YES,YES,NO
Parl,16,"presenilin associated, rhomboid-like",MGI:1277152,20098568,20121137,0,0,0,0,0,0,NO,YES,YES,NO
Pcnp,16,PEST proteolytic signal containing nuclear protein,MGI:1923552,55835870,55851590,0,0,0,0,0,3,NO,YES,YES,YES
Pdxdc1,16,pyridoxal-dependent decarboxylase domain containing 1,MGI:1920909,13651012,13720995,0,0,0,0,0,0,YES,YES,YES,NO
Phldb2,16,"pleckstrin homology like domain, family B, member 2",MGI:2444981,45566606,45773961,0,0,0,0,0,0,NO,YES,YES,NO
Pi4ka,16,phosphatidylinositol 4-kinase alpha,MGI:2448506,17098215,17224178,0,0,0,0,0,0,NO,YES,YES,NO
Pla2g10,16,"phospholipase A2, group X",MGI:1347522,13532921,13548847,0,0,0,0,0,0,NO,YES,YES,NO
Polq,16,"polymerase (DNA directed), theta",MGI:2155399,36832148,36915779,0,0,0,0,0,0,NO,YES,YES,NO
Ppm1f,16,protein phosphatase 1F (PP2C domain containing),MGI:1918464,16714333,16745228,0,0,0,0,0,1,YES,YES,YES,YES
Ppp1r2,16,"protein phosphatase 1, regulatory inhibitor subunit 2",MGI:1914099,31070359,31094095,0,0,0,0,0,10,NO,YES,YES,YES
Prodh,16,proline dehydrogenase,MGI:97770,17889590,17907148,1,0,0,0,0,3,YES,YES,YES,YES
Rnf168,16,ring finger protein 168,MGI:1917488,32096277,32120252,1,1,0,0,0,2,NO,YES,YES,YES
Rpl24,16,ribosomal protein L24,MGI:1915443,55786638,55791798,0,0,0,0,0,0,NO,YES,YES,NO
Rrn3,16,RRN3 RNA polymerase I transcription factor homolog (yeast),MGI:1925255,13598572,13632703,0,0,0,0,0,1,NO,YES,YES,YES
Rtl10,16,retrotransposon Gag like 10,MGI:3833934,18317651,18320408,0,0,0,0,0,0,NO,YES,YES,NO
Rtn4r,16,reticulon 4 receptor,MGI:2136886,17945506,17970272,0,0,0,0,0,6,YES,YES,YES,YES
Rtp4,16,receptor transporter protein 4,MGI:1915025,23339041,23432972,0,0,0,0,0,0,NO,YES,YES,NO
Sdf2l1,16,stromal cell-derived factor 2-like 1,MGI:2149842,16948002,16950247,0,0,0,0,0,0,NO,YES,YES,NO
Senp2,16,SUMO/sentrin specific peptidase 2,MGI:1923076,21828234,21868019,0,0,0,0,0,0,YES,YES,YES,NO
Senp7,16,SUMO1/sentrin specific peptidase 7,MGI:1913565,55869306,56010394,0,0,0,0,0,2,NO,YES,YES,YES
Septin5,16,septin 5,MGI:1195461,18440561,18448688,0,1,0,0,0,4,YES,YES,YES,YES
Shisa9,16,shisa family member 9,MGI:1919805,11801977,12088766,0,0,0,0,0,6,NO,YES,YES,YES
Slc25a1,16,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",MGI:1345283,17743087,17746083,0,0,0,0,0,0,NO,YES,YES,NO
Snai2,16,snail family zinc finger 2,MGI:1096393,14523716,14527249,0,0,0,0,0,0,NO,YES,YES,NO
Snap29,16,synaptosomal-associated protein 29,MGI:1914724,17223864,17248690,0,0,0,0,0,0,NO,YES,YES,NO
Snx29,16,sorting nexin 29,MGI:1921728,11140772,11573336,0,1,0,0,0,12,NO,YES,YES,YES
Socs1,16,suppressor of cytokine signaling 1,MGI:1354910,10601672,10603400,0,0,0,0,0,1,NO,YES,YES,YES
Sst,16,somatostatin,MGI:98326,23708323,23709708,0,0,0,0,0,0,YES,YES,YES,NO
Stxbp5l,16,syntaxin binding protein 5-like,MGI:2443815,36935304,37205324,0,0,0,0,0,0,NO,YES,YES,NO
Tango2,16,transport and golgi organization 2,MGI:101825,18118689,18165962,0,0,0,0,0,4,NO,YES,YES,YES
Tbx1,16,T-box 1,MGI:98493,18399729,18409421,0,0,0,0,0,3,NO,YES,YES,YES
Tfrc,16,transferrin receptor,MGI:98822,32427738,32451612,0,0,0,0,0,1,NO,YES,YES,YES
Tmem45a,16,transmembrane protein 45a,MGI:1913122,56625524,56706529,0,0,0,0,0,0,NO,YES,YES,NO
Trp63,16,transformation related protein 63,MGI:1330810,25502513,25710838,0,0,0,0,0,0,NO,YES,NO,NO
Txndc11,16,thioredoxin domain containing 11,MGI:1923620,10892775,10952514,0,0,0,0,0,0,NO,YES,YES,NO
Ubxn7,16,UBX domain protein 7,MGI:2146388,32151075,32212565,0,0,0,0,0,0,NO,YES,YES,NO
Usf3,16,upstream transcription factor family member 3,MGI:2685454,43993609,44047828,0,0,0,0,0,0,NO,YES,YES,NO
Yeats2,16,YEATS domain containing 2,MGI:2447762,19959813,20051323,0,0,0,0,0,0,NO,YES,YES,NO
Zbtb20,16,zinc finger and BTB domain containing 20,MGI:1929213,42728008,43462442,0,0,0,0,0,23,YES,YES,YES,YES
Zc3h7a,16,zinc finger CCCH type containing 7 A,MGI:2445044,10954458,10994257,0,1,0,0,0,2,NO,YES,YES,YES
Zdhhc23,16,"zinc finger, DHHC domain containing 23",MGI:2685625,43785396,43800154,0,0,0,0,0,0,NO,YES,YES,NO
Zdhhc8,16,"zinc finger, DHHC domain containing 8",MGI:1338012,18038617,18053000,0,0,0,0,0,0,YES,YES,YES,NO
Zfp148,16,zinc finger protein 148,MGI:1332234,33201145,33324273,0,0,0,0,0,7,NO,YES,YES,YES
Zpld1,16,zona pellucida like domain containing 1,MGI:2443415,55045538,55118349,1,0,0,0,0,7,NO,YES,NO,YES
A1cf,19,APOBEC1 complementation factor,MGI:1917115,31846164,31926395,1,0,0,0,0,1,NO,YES,NO,YES
Abhd17b,19,abhydrolase domain containing 17B,MGI:1917816,21630549,21663001,0,0,0,0,0,0,NO,YES,YES,NO
Adra2a,19,"adrenergic receptor, alpha 2a",MGI:87934,54033690,54037413,1,0,0,0,0,0,YES,YES,YES,YES
Afap1l2,19,actin filament associated protein 1-like 2,MGI:2147658,56900793,56996660,0,0,0,0,0,12,NO,YES,YES,YES
Ak3,19,adenylate kinase 3,MGI:1860835,28998233,29025361,0,0,0,0,0,0,NO,YES,YES,NO
Anxa1,19,annexin A1,MGI:96819,20350798,20368035,0,2,0,0,0,5,NO,YES,YES,YES
Apba1,19,"amyloid beta (A4) precursor protein binding, family  A, member 1",MGI:1860297,23736251,23926960,0,1,0,0,0,15,NO,YES,YES,YES
Arl3,19,ADP-ribosylation factor-like 3,MGI:1929699,46519548,46561621,0,0,0,0,0,1,NO,YES,YES,YES
Armh3,19,armadillo-like helical domain containing 3,MGI:1918867,45805803,45986927,0,0,0,0,0,0,NO,YES,YES,NO
Atad1,19,"ATPase family, AAA domain containing 1",MGI:1915229,32649958,32717187,0,0,0,0,0,2,NO,YES,YES,YES
Atp5md,19,ATP synthase membrane subunit DAPIT,MGI:1891435,47071910,47079086,0,0,0,0,0,1,NO,YES,YES,YES
Bbip1,19,BBSome interacting protein 1,MGI:1913610,53918292,53933058,0,0,0,0,0,0,NO,YES,YES,NO
Borcs7,19,BLOC-1 related complex subunit 7,MGI:1913689,46678345,46691821,0,0,0,0,0,0,NO,YES,YES,NO
Btrc,19,beta-transducin repeat containing protein,MGI:1338871,45352173,45518452,0,0,0,0,0,0,NO,YES,YES,NO
Ccdc186,19,coiled-coil domain containing 186,MGI:2445022,56775913,56810622,0,0,0,0,0,1,NO,YES,YES,YES
Ccnj,19,cyclin J,MGI:2443297,40819723,40837016,0,0,0,0,0,0,NO,YES,YES,NO
Cd274,19,CD274 antigen,MGI:1926446,29344855,29365495,0,1,0,0,0,3,NO,YES,YES,YES
Cdc37l1,19,cell division cycle 37-like 1,MGI:1914322,28967752,29004081,0,0,0,0,0,1,NO,YES,YES,YES
Cep55,19,centrosomal protein 55,MGI:1921357,38043459,38062871,0,0,0,0,0,1,NO,YES,NO,YES
Cnnm2,19,cyclin M2,MGI:2151054,46750035,46868631,0,0,0,0,0,1,YES,YES,YES,YES
Col17a1,19,"collagen, type XVII, alpha 1",MGI:88450,47634780,47680481,0,0,0,0,0,0,NO,YES,YES,NO
Cox15,19,cytochrome c oxidase assembly protein 15,MGI:1920112,43721693,43741439,0,0,0,0,0,0,NO,YES,YES,NO
Cpeb3,19,cytoplasmic polyadenylation element binding protein 3,MGI:2443075,36998691,37186000,0,0,0,0,0,0,NO,YES,YES,NO
Cpn1,19,"carboxypeptidase N, polypeptide 1",MGI:2135874,43944746,43974990,0,0,0,0,0,1,NO,YES,NO,YES
Crtac1,19,cartilage acidic protein 1,MGI:1920082,42271474,42421405,0,0,0,0,0,10,NO,YES,YES,YES
Cstf2t,19,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",MGI:1932622,31060241,31063992,0,0,0,0,0,0,NO,YES,YES,NO
Cyp17a1,19,"cytochrome P450, family 17, subfamily a, polypeptide 1",MGI:88586,46655604,46661439,0,0,0,0,0,0,NO,YES,NO,NO
Dmrt3,19,doublesex and mab-3 related transcription factor 3,MGI:2449470,25587665,25601285,0,0,0,0,0,4,NO,YES,NO,YES
Dnmbp,19,dynamin binding protein,MGI:1917352,43835260,43928630,0,0,0,0,0,1,NO,YES,YES,YES
Dntt,19,"deoxynucleotidyltransferase, terminal",MGI:98659,41017714,41047964,0,0,0,0,0,0,NO,YES,NO,NO
Dpcd,19,deleted in primary ciliary dyskinesia,MGI:1924407,45549018,45566728,0,0,0,0,0,0,NO,YES,YES,NO
Emx2,19,empty spiracles homeobox 2,MGI:95388,59447122,59453789,0,0,0,0,0,0,YES,YES,YES,NO
Entpd1,19,ectonucleoside triphosphate diphosphohydrolase 1,MGI:102805,40600810,40730046,1,0,0,0,0,6,NO,YES,YES,YES
Exoc6,19,exocyst complex component 6,MGI:1351611,37525181,37672499,0,0,0,0,0,1,NO,YES,YES,YES
